,"Real GDP gap, CBO","Real GDP gap, BOG model, 2-sided estimate","Twice unemployment rate gap, Survey of Professional Forecasters","Twice unemployment rate gap, FOMC SEP","Twice unemployment rate gap, CBO","U6 gap, consistent with CBO natural rate of unemployment","ZPOP gap, consistent with CBO natural rate of unemployment","Twice unemployment rate gap, BOG model, 2-sided estimate","Real GDP gap, BOG model, 1-sided estimate","Twice unemployment rate gap, BOG model, 1-sided estimate","Real GDP gap, CBO, real-time (1st GDP estimate)","Real GDP gap, CBO, real-time (2nd GDP estimate)","Real GDP gap, CBO, real-time (3rd GDP estimate)","Twice unemployment rate gap, real-time (1st unempl. estimate)","Twice unemployment rate gap, real-time (2nd unempl. estimate)","Twice unemployment rate gap, real-time (3rd unempl. estimate)","Twice unemployment rate gap, real-time (4th unempl. estimate)","Twice employment-population ratio gap, CBO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CBOGDPgap,BoardModelGDPgap,U3gapSPF,U3gapFOMC,U3gapCBO,U6gapCBO,ZPopGapCBO,U3gapBoardModel,BoardModelGDPgap1side,U3gapBoardModel1side,CBOGDPgapRTest1,CBOGDPgapRTest2,CBOGDPgapRTest3,U3gapCBORTest1,U3gapCBORTest2,U3gapCBORTest3,U3gapCBORTest4,EPopGapCBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1981,-3.403480428,0.351363977,#N/A,#N/A,-4.146666667,#N/A,#N/A,0.765048273,2.434854166,3.17448506,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.283251159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1982,-5.619771074,-1.861617567,#N/A,#N/A,-5.366666667,#N/A,#N/A,-0.325971892,0.123796319,1.769029182,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4.217763902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1982,-5.912886685,-2.189186016,#N/A,#N/A,-6.586666667,#N/A,#N/A,-1.545240265,-0.347626407,0.493557869,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4.818380063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1982,-6.996532552,-3.233463724,#N/A,#N/A,-7.54,#N/A,#N/A,-2.393506584,-1.0334623,0.04254492,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5.551640949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1982,-7.68502086,-3.790230083,#N/A,#N/A,-9.093333333,#N/A,#N/A,-3.672643889,-1.643991962,-1.182227593,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6.550736006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1983,-7.192273505,-3.440133846,#N/A,#N/A,-8.513333333,#N/A,#N/A,-3.703570305,-1.394656882,-1.40888073,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7.082169229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1983,-5.825576354,-2.076710593,#N/A,#N/A,-8.066666667,#N/A,#N/A,-3.631837495,-0.495976864,-1.801989774,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6.612425802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1983,-4.7126955,-1.011911142,#N/A,#N/A,-6.553333333,#N/A,#N/A,-2.550564515,1.096323943,-0.2662574,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5.274639094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1983,-3.529723946,0.037071512,#N/A,#N/A,-4.886666667,#N/A,#N/A,-1.480731492,1.642155892,0.180259035,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4.655608171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1984,-2.482852835,1.207367201,#N/A,#N/A,-3.573333333,#N/A,#N/A,-0.102384792,2.753743621,1.463753627,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4.114377627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1984,-1.668611874,2.199063238,#N/A,#N/A,-2.726666667,#N/A,#N/A,1.108444563,3.723780871,2.70837826,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.037731948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1984,-1.60449879,2.166569903,#N/A,#N/A,-2.746666667,#N/A,#N/A,1.13710707,3.399793445,2.738029239,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.092070223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1984,-1.687140773,1.898447277,#N/A,#N/A,-2.5,#N/A,#N/A,1.168159166,2.787088242,2.558923334,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.077110534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1985,-1.622319029,2.153015405,#N/A,#N/A,-2.386666667,#N/A,#N/A,1.483523462,3.454652634,3.357364752,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.792557559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1985,-1.640865416,2.160687683,#N/A,#N/A,-2.54,#N/A,#N/A,1.304206699,3.165998673,2.897488696,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.038104365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1985,-1.022387996,2.713830453,#N/A,#N/A,-2.36,#N/A,#N/A,1.367214954,3.563938143,3.000346836,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.080100616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1985,-1.153955297,2.453184895,#N/A,#N/A,-2.046666667,#N/A,#N/A,1.373649846,2.993756639,2.631534868,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.651554723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1986,-1.085507961,2.433952027,#N/A,#N/A,-2.066666667,#N/A,#N/A,1.282418241,2.894300067,2.464037533,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.618803105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1986,-1.478867867,2.000412248,#N/A,#N/A,-2.353333333,#N/A,#N/A,0.944313292,2.15026345,1.713365234,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.58151325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1986,-1.36754934,1.993934104,#N/A,#N/A,-1.993333333,#N/A,#N/A,0.89247087,2.05998191,1.389800687,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.285862972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1986,-1.656547805,1.542193499,#N/A,#N/A,-1.746666667,#N/A,#N/A,0.757680765,1.646506053,1.160458611,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.171859888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1987,-1.729347903,1.32301531,#N/A,#N/A,-1.3,#N/A,#N/A,0.894702044,1.255896277,0.90936693,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.985686843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1987,-1.46332903,1.416112806,#N/A,#N/A,-0.673333333,#N/A,#N/A,1.222137288,1.401090257,1.210444717,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.47360582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1987,-1.391122241,1.003435528,#N/A,#N/A,-0.16,#N/A,#N/A,1.210187664,0.778359209,1.043524732,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.142268361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1987,-0.481635592,1.531636881,#N/A,#N/A,0.133333333,#N/A,#N/A,1.188476437,1.124330184,0.976901766,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.817902947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1988,-0.735081575,0.91234416,#N/A,#N/A,0.38,#N/A,#N/A,1.131289509,0.351649514,0.766094699,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.740533806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1988,-0.197816273,1.19325624,#N/A,#N/A,0.806666667,#N/A,#N/A,1.226731457,0.738727197,0.942650788,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.536551269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1988,-0.368384655,0.77828227,#N/A,#N/A,0.766666667,#N/A,#N/A,1.210651748,0.307855176,0.948312369,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.259341711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1988,0.204124883,0.847926222,#N/A,#N/A,0.993333333,#N/A,#N/A,1.004852598,0.216723299,0.782758444,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.091053783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1989,0.475790653,0.937046462,#N/A,#N/A,1.22,#N/A,#N/A,1.07797003,0.423136436,0.923597767,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.581178677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1989,0.503205313,0.737416176,#N/A,#N/A,1.113333333,#N/A,#N/A,0.862482551,0.223545856,0.621498632,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.544161519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1989,0.515834996,0.54101361,#N/A,#N/A,1.073333333,#N/A,#N/A,0.624786598,-0.062943997,0.200663066,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.513054582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1989,-0.006831639,-0.18774584,#N/A,#N/A,0.766666667,#N/A,#N/A,-0.091495703,-0.554184905,-0.299664072,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.420843826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1990,0.375151782,-0.120392325,#N/A,#N/A,0.86,#N/A,#N/A,-0.632815499,-0.349871323,-0.548529281,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.80046318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1990,0.04138471,-0.613688063,#N/A,#N/A,0.753333333,#N/A,#N/A,-1.071160993,-0.707381825,-0.763544133,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.318145994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1990,-0.567323542,-1.347635267,#N/A,#N/A,-0.02,#N/A,#N/A,-1.934090383,-1.405098002,-1.488054677,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.42655513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1990,-2.117293304,-2.990173002,#N/A,#N/A,-0.926666667,#N/A,#N/A,-3.092111187,-2.931249707,-2.596343612,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.167414118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1991,-3.200566229,-4.139750658,#N/A,#N/A,-1.88,#N/A,#N/A,-4.190480746,-3.965989419,-3.593511118,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.091500545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1991,-3.055908728,-3.879485104,#N/A,#N/A,-2.386666667,#N/A,#N/A,-4.644257565,-3.642350958,-4.095550635,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.425869243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1991,-3.166597049,-3.934409654,#N/A,#N/A,-2.493333333,#N/A,#N/A,-4.809456213,-3.411827246,-4.117602473,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.890826516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1991,-3.426339354,-4.139292149,#N/A,#N/A,-3,#N/A,#N/A,-5.234335873,-3.539955842,-4.479646014,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.353285321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1992,-2.869209102,-3.341949408,#N/A,#N/A,-3.553333333,#N/A,#N/A,-4.977154614,-2.99403217,-4.350112258,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.266727684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1992,-2.423984166,-2.918754009,#N/A,#N/A,-4.06,#N/A,#N/A,-5.189011992,-2.635089669,-4.351803244,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.124642471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1992,-2.081008877,-2.68447469,#N/A,#N/A,-4.166666667,#N/A,#N/A,-5.216624891,-2.517962488,-4.406350043,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.180379496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1992,-1.688452175,-2.417442574,#N/A,#N/A,-3.653333333,#N/A,#N/A,-4.836179947,-2.206786171,-4.004760043,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.553885954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1993,-2.156679281,-3.258962673,#N/A,#N/A,-3.226666667,#N/A,#N/A,-5.101363801,-2.805815884,-4.206675849,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.471836484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1993,-2.22951199,-3.479186698,#N/A,#N/A,-3.113333333,#N/A,#N/A,-5.285577456,-2.94650592,-4.334320027,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.040730963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1993,-2.409624782,-3.741390829,#N/A,#N/A,-2.62,#N/A,#N/A,-5.033404682,-3.124471924,-4.359361012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.753873763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1993,-1.738723375,-3.014315068,#N/A,#N/A,-2.306666667,#N/A,#N/A,-4.619272574,-2.517040369,-4.148139122,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.651070812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1994,-1.445021407,-2.68237347,#N/A,#N/A,-2.193333333,-1.959759894,-3.643611673,-4.458714794,-2.106037477,-4.060990425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.078932403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1994,-0.775056729,-2.113073644,#N/A,#N/A,-1.5,-1.443338223,-3.079717447,-3.86006936,-1.472898312,-3.432999945,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.784099746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1994,-0.867906364,-2.341287952,#N/A,#N/A,-1.12,-0.906916552,-2.231452477,-3.746591787,-1.691076151,-3.220563526,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.473106206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1994,-0.411313722,-1.787390559,#N/A,#N/A,-0.406666667,-0.449983692,-1.667687598,-2.821887954,-1.242232178,-2.597036649,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.559333616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1995,-0.735897749,-2.199539679,#N/A,#N/A,-0.093333333,-0.191772856,-1.410285032,-2.70913912,-1.54403747,-2.451065389,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.442828687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1995,-1.118773677,-2.561053114,#N/A,#N/A,-0.513333333,-0.370750477,-1.502620234,-3.053851633,-1.862584007,-2.691703716,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.923682947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1995,-0.959535596,-2.277386726,#N/A,#N/A,-0.533333333,-0.430494882,-1.447045082,-2.740830998,-1.677495918,-2.582427266,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.935362732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1995,-0.979720803,-2.05040113,#N/A,#N/A,-0.353333333,-0.331261666,-1.419387079,-2.081774138,-1.34290274,-2.076461943,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.011369517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1996,-0.939024824,-1.844263061,#N/A,#N/A,-0.306666667,-0.192284046,-1.138291596,-1.743860076,-1.118011002,-1.842614917,-0.131721453,-0.250270761,-0.291250768,0.193333333,0.393333333,0.393333333,0.393333333,-0.88523077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1996,-0.032116003,-1.019744636,#N/A,#N/A,-0.26,-0.132795236,-1.057338329,-1.53438489,-0.400819894,-1.546657959,0.240037515,0.376891933,0.349229869,0.793333333,0.793333333,0.793333333,0.793333333,-0.490489036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1996,0.07230537,-0.723754215,0.766666667,#N/A,0.186666667,0.204904409,-0.712231524,-0.733620212,-0.043204936,-0.875169409,0.383576331,0.33287536,0.364744542,1.193333333,1.193333333,1.193333333,1.126666667,0.039309534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1996,0.27327185,-0.416171089,0.433333333,#N/A,0.033333333,0.224648814,-0.556979823,-0.67834763,0.337600411,-0.576519107,0.848957509,0.643193231,0.631681943,1.106666667,1.106666667,1.106666667,1.106666667,0.237293201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1997,0.043950123,-0.581430945,0.433333333,#N/A,0.213333333,0.48285965,-0.205353159,-0.522960452,0.122509892,-0.362939169,1.413324787,1.45194808,1.484849404,1.04,1.04,1.04,1.04,0.303274641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1997,0.789249951,0.297025286,0.7,#N/A,0.66,0.741070485,0.187475801,0.096096281,0.950917106,0.274789787,1.428655516,1.789495306,1.711360706,1.84,1.84,1.84,1.84,0.837092312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1997,1.092833548,0.729930494,0.766666667,#N/A,0.906666667,1.118514536,0.558242047,0.603738772,1.060651994,0.535444366,1.991654146,1.932338609,1.88149672,1.906666667,1.906666667,1.906666667,1.906666667,1.171949658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1997,0.979733163,0.696673314,1.191666667,#N/A,1.286666667,1.376725371,0.924744764,1.023175187,0.921092178,0.918374442,2.107902182,2.00986022,1.963640438,2.24,2.24,2.24,2.24,1.37441887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1998,0.985790068,1.427272946,1.283333333,#N/A,1.333333333,1.475958586,0.938545038,1.869780761,1.734527504,1.530802918,2.40846443,2.542113323,2.682723096,2.306666667,2.306666667,2.306666667,2.306666667,1.377776135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1998,0.897431472,1.497635888,1.775,#N/A,1.78,1.853402637,1.400044016,2.36347033,1.761613202,1.985432276,2.422805065,2.476128912,2.526718203,2.886666667,2.886666667,2.886666667,2.886666667,1.515335291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1998,1.125655854,2.002436527,1.533333333,#N/A,1.513333333,1.853402637,1.326207361,2.424581723,2.125707698,2.147327861,2.733883313,2.876578699,2.829013571,2.553333333,2.553333333,2.553333333,2.62,1.467147398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1998,1.710159734,2.931666924,1.583333333,#N/A,1.693333333,2.191102283,1.827827023,3.024305784,2.910481968,2.596238029,3.604317935,3.258384659,3.247626476,2.82,2.46,2.46,2.46,1.806528666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1999,1.609345031,3.396153754,1.7,#N/A,1.94,2.330079903,1.941330589,4.072551333,3.161489964,3.188773217,3.645103144,3.54095734,3.606382269,2.66,2.66,2.66,2.66,1.946933309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1999,1.397714942,3.377801837,1.616666667,#N/A,1.986666667,2.389568713,1.971722674,4.132845622,3.236650398,3.272057199,3.452115813,2.68222957,2.633485713,2.706666667,2.706666667,2.706666667,2.706666667,1.888476513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1999,1.670044692,3.836999749,1.533333333,#N/A,2.033333333,2.528546333,2.310619421,4.338067049,3.568214474,3.372362307,3.045728341,3.220901207,3.254543678,2.773333333,2.773333333,2.773333333,2.773333333,1.831300232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1999,2.2580676,4.477019213,1.616666667,#N/A,2.346666667,2.786757169,2.665057798,4.627570319,4.045065138,3.639073895,3.345278029,3.620044192,3.620044192,3.04,2.2,2.2,2.2,2.175569562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2000,1.556771912,3.774906888,1.433333333,#N/A,2.373333333,2.865990384,2.657115996,4.592679696,3.200084509,3.774339741,4.124818389,4.125955545,4.143012884,2.266666667,2.266666667,2.266666667,2.266666667,2.641448949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2000,2.356259756,4.749602616,1.383333333,#N/A,2.553333333,2.925479194,2.866254934,4.807564547,3.940744926,3.876911905,4.586586169,4.616921312,4.700062076,2.4,2.4,2.4,2.4,2.522511831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2000,1.465638147,3.999366381,1,#N/A,2.4,2.865734789,2.819210426,4.832717757,3.179786199,3.950221431,4.528905958,4.431977574,4.3874128,2.4,2.4,2.4,2.4,1.872276105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2000,1.133099375,3.790435033,1.39,#N/A,2.58,2.964968004,2.810065582,5.067274461,2.989635906,3.948353307,3.868745641,2.430407903,2.424956113,2.466666667,2.466666667,2.466666667,2.466666667,2.090951358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2001,-0.06745902,2.484232506,0.913333333,#N/A,1.893333333,2.507779548,2.408525233,4.02171811,1.782555969,3.280820494,2.000043221,1.833643083,1.815274236,1.933333333,1.933333333,1.933333333,1.933333333,2.178743088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2001,-0.263978848,2.370120726,0.77,#N/A,1.54,2.130079903,1.943436356,3.732909625,1.555121996,2.820396435,1.085394734,0.942710358,-0.332874564,1.466666667,1.466666667,1.466666667,1.466666667,1.202512264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2001,-1.422631358,1.219305778,0.093333333,#N/A,0.653333333,1.315191802,1.198413056,2.797348589,0.441027627,1.841039105,-1.275650518,-1.451237571,-1.518933785,0.866666667,0.866666667,0.866666667,0.733333333,0.495767978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2001,-1.857932317,0.952161661,-1.13,#N/A,-0.7,-0.095862375,-0.272535902,1.70363915,0.337357891,0.959321758,-2.294848129,-0.888983186,-0.826393677,-0.8,-0.8,-0.8,-0.8,-0.341339606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2002,-1.715632162,1.122092956,-1.42,#N/A,-1.12,-0.115862375,-0.225560277,1.45669501,0.217328713,0.420583585,-0.155840327,-0.216912887,-0.08739694,-0.8,-0.8,-0.8,-0.8,-0.708692629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2002,-1.752682965,1.011334421,-1.576666667,#N/A,-1.406666667,-0.334584401,-0.421962626,1.123598927,0.173192463,0.28350843,-0.548490988,-0.530481895,-0.831995946,-1.4,-1.4,-1.4,-1.4,-0.80621086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2002,-1.97690163,0.806957797,-1.266666667,#N/A,-1.226666667,-0.354584401,-0.384948943,1.304153095,0.020369434,0.288864904,-0.729957629,-0.532785166,-0.516004531,-1.066666667,-1.066666667,-1.066666667,-1.066666667,-0.700522643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2002,-2.45483087,0.274342459,-1.583333333,#N/A,-1.513333333,-0.533562021,-0.452398105,0.881572684,-0.552663095,-0.202075091,-0.980484094,-0.81064466,-1.198916304,-1.4,-1.4,-1.4,-1.4,-1.19163376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2003,-2.549665601,-0.029868371,-1.633333333,#N/A,-1.533333333,-0.871517261,-0.852880095,0.531024809,-0.898505108,-0.595582069,-1.487582858,-1.416451038,-1.528818696,-1.133333333,-1.133333333,-1.133333333,-1.133333333,-1.279594166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2003,-2.28150383,0.334545127,-2.216666667,#N/A,-2.086666667,-1.129983692,-1.108969464,0.3585208,-0.719533845,-0.864457154,-1.628921288,-1.450774019,-1.709724505,-1.933333333,-1.933333333,-1.933333333,-1.933333333,-1.497829687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2003,-1.26044493,1.55675759,-2.266666667,#N/A,-2.106666667,-1.229472502,-1.157266976,0.58771782,0.475351061,-0.658128856,-0.747644616,-0.504508155,-0.504508155,-1.866666667,-1.866666667,-1.866666667,-1.866666667,-1.979804841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2003,-0.737340004,1.936191979,-1.666666667,#N/A,-1.526666667,-0.971261666,-0.796288138,1.048030839,0.806259214,-0.23433297,-1.29933817,-1.279778914,-1.271396376,-1.333333333,-1.333333333,-1.333333333,-1.333333333,-1.659017333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2004,-0.795489737,1.566379979,-1.4,#N/A,-1.28,-0.752795236,-0.616354592,1.10577369,0.310996532,-0.206216634,-1.081515154,-1.01315918,-1.141557564,-0.866666667,-0.866666667,-0.866666667,-0.866666667,-1.468990855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2004,-0.659169048,1.701813095,-1.2,#N/A,-1.1,-0.534328806,-0.321132883,1.243236493,0.405418031,-0.107172604,-1.202786127,-1.263285442,-1.25528759,-0.8,-0.8,-0.8,-0.8,-1.276599245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2004,-0.373982607,1.931774528,-0.866666667,#N/A,-0.786666667,-0.315862375,-0.204047249,1.563118197,0.431274854,0.01874576,-1.11303937,-1.055797345,-1.043985499,-0.466666667,-0.466666667,-0.466666667,-0.466666667,-1.082055857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
