,"Core PCE inflation, 4-quarter","PCE inflation, 4-quarter",Survey of Professional Forecasters expected 4-quarter PCE inflation ,"Core PCE inflation, 4-quarter, real-time (1st estimate)","Core PCE inflation, 4-quarter, real-time (2nd estimate)","Core PCE inflation, 4-quarter, real-time (3rd estimate)","PCE inflation, 4-quarter, real-time (1st estimate)","PCE inflation, 4-quarter, real-time (2nd estimate)","PCE inflation, 4-quarter, real-time (3rd estimate)",10-year expected PCE price inflation (Survey of Professional Forecasters),,,,,,,,,,,,,,,
,CorePCEInflation,PCEInflation,ExpectedPCEInflation,CorePCEInflationRTest1,CorePCEInflationRTest2,CorePCEInflationRTest3,PCEInflationRTest1,PCEInflationRTest2,PCEInflationRTest3,PTR,,,,,,,,,,,,,,,
11/15/1962,1.272425058749,1.369040470758,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
2/15/1963,1.239221061047,1.225636733230,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
5/15/1963,1.234497667539,1.018706064578,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
8/15/1963,1.287139941030,1.235814865427,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
11/15/1963,1.590355990718,1.303163132330,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
2/15/1964,1.680956678700,1.488394070049,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
5/15/1964,1.595953919640,1.550981895382,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
8/15/1964,1.489111571405,1.396795586595,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
11/15/1964,1.253481894150,1.356566483452,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
2/15/1965,1.209364251637,1.204679043240,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
5/15/1965,1.227944023453,1.498257839721,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
8/15/1965,1.263169507419,1.539619146843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
11/15/1965,1.342503438790,1.517249336564,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
2/15/1966,1.463494847621,1.972397929845,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
5/15/1966,1.967105622644,2.288591372011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
8/15/1966,2.489377927879,2.684831556746,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
11/15/1966,3.034909604213,3.159629482298,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
2/15/1967,3.084652368862,2.667343371116,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
5/15/1967,2.941964524945,2.315695267927,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
8/15/1967,3.029497741164,2.486954590874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
11/15/1967,3.172094003583,2.578086266733,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
2/15/1968,3.778429933969,3.367021860925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
5/15/1968,4.284226965122,3.936146949486,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6827,,,,,,,,,,,,,,,
8/15/1968,4.503482073768,4.046148846279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.5154,,,,,,,,,,,,,,,
11/15/1968,4.662921348315,4.296224692551,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.5154,,,,,,,,,,,,,,,
2/15/1969,4.615462303691,4.197885116106,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.5154,,,,,,,,,,,,,,,
5/15/1969,4.652323665951,4.455081001473,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.6198,,,,,,,,,,,,,,,
8/15/1969,4.684569059137,4.648862512364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.6787,,,,,,,,,,,,,,,
11/15/1969,4.699165568731,4.701096750940,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.6787,,,,,,,,,,,,,,,
2/15/1970,4.696625959357,4.900810852160,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.6787,,,,,,,,,,,,,,,
5/15/1970,4.626758883854,4.728334760058,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.6787,,,,,,,,,,,,,,,
8/15/1970,4.583392276135,4.467217192319,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.8353,,,,,,,,,,,,,,,
11/15/1970,4.823825503356,4.612963509393,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.0976,,,,,,,,,,,,,,,
2/15/1971,5.006915629322,4.394749635391,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.0976,,,,,,,,,,,,,,,
5/15/1971,5.019375427399,4.423502259833,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.0976,,,,,,,,,,,,,,,
8/15/1971,4.842418503990,4.438095238095,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.0976,,,,,,,,,,,,,,,
11/15/1971,3.974923302654,3.742008273787,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.4937,,,,,,,,,,,,,,,
2/15/1972,3.657358623112,3.851168855360,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.4937,,,,,,,,,,,,,,,
5/15/1972,3.181976037507,3.273782116217,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.4937,,,,,,,,,,,,,,,
8/15/1972,2.988861652260,3.164326098851,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.4937,,,,,,,,,,,,,,,
11/15/1972,3.048963010477,3.366866050390,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.9173,,,,,,,,,,,,,,,
2/15/1973,2.782837053666,3.520021523698,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.9173,,,,,,,,,,,,,,,
5/15/1973,3.483528966301,4.908823398279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.9173,,,,,,,,,,,,,,,
8/15/1973,4.075496909972,5.887032617343,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.9173,,,,,,,,,,,,,,,
11/15/1973,4.867623869201,7.176362281356,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.9173,,,,,,,,,,,,,,,
2/15/1974,5.925986977664,9.053105778394,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.211033333,,,,,,,,,,,,,,,
5/15/1974,7.098426637395,10.025499362516,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.889733333,,,,,,,,,,,,,,,
8/15/1974,8.714492055850,10.973370064279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.0722,,,,,,,,,,,,,,,
11/15/1974,9.841320090222,11.514234293194,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.0722,,,,,,,,,,,,,,,
2/15/1975,10.103485838780,10.327295837305,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.0722,,,,,,,,,,,,,,,
5/15/1975,9.068822837186,8.605971648190,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.095066667,,,,,,,,,,,,,,,
8/15/1975,7.628432240921,7.733102644149,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.1408,,,,,,,,,,,,,,,
11/15/1975,6.772822249442,6.826101309467,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.1408,,,,,,,,,,,,,,,
2/15/1976,6.314264513621,6.005184331797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.878833333,,,,,,,,,,,,,,,
5/15/1976,5.975915355701,5.598036774905,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.402866667,,,,,,,,,,,,,,,
8/15/1976,6.045331413092,5.233390357155,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.4988,,,,,,,,,,,,,,,
11/15/1976,5.978810985896,5.129789864030,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.4988,,,,,,,,,,,,,,,
2/15/1977,6.151954267482,5.861975275099,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.4988,,,,,,,,,,,,,,,
5/15/1977,6.496108246576,6.779832272406,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.616,,,,,,,,,,,,,,,
8/15/1977,6.596391385889,6.764647335943,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.8504,,,,,,,,,,,,,,,
11/15/1977,6.478828398599,6.597426350513,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.8504,,,,,,,,,,,,,,,
2/15/1978,6.349603932496,6.429258902791,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.038633333,,,,,,,,,,,,,,,
5/15/1978,6.556264841028,6.784632853899,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.4151,,,,,,,,,,,,,,,
8/15/1978,6.612873870048,7.047636804326,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.4151,,,,,,,,,,,,,,,
11/15/1978,6.972641650471,7.543354372204,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.659166667,,,,,,,,,,,,,,,
2/15/1979,6.768333971207,7.801290166998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.1473,,,,,,,,,,,,,,,
5/15/1979,7.264202818858,8.518682617043,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.1473,,,,,,,,,,,,,,,
8/15/1979,7.400557673704,9.291996864931,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.7167,,,,,,,,,,,,,,,
11/15/1979,7.706068144339,9.863247863248,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.7167,,,,,,,,,,,,,,,
2/15/1980,8.854023051894,11.064817403948,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.7167,,,,,,,,,,,,,,,
5/15/1980,8.895664139438,10.756961267318,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.7167,,,,,,,,,,,,,,,
8/15/1980,9.304050653032,10.605577689243,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.7167,,,,,,,,,,,,,,,
11/15/1980,9.679763325894,10.660754110264,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.0525,,,,,,,,,,,,,,,
2/15/1981,9.435874053246,10.224325889373,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.7241,,,,,,,,,,,,,,,
5/15/1981,9.063429137760,9.397655501216,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.47,,,,,,,,,,,,,,,
8/15/1981,8.652657601978,8.656917128929,7.910374747767,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.22,,,,,,,,,,,,,,,
11/15/1981,7.954760552716,7.658238230263,7.796482200655,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.33,,,,,,,,,,,,,,,
2/15/1982,7.157076061293,6.269986295112,6.149518286519,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.76,,,,,,,,,,,,,,,
5/15/1982,6.592757508292,5.521734246883,5.081123817138,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.359999,,,,,,,,,,,,,,,
8/15/1982,6.341876910036,5.452174681754,6.047882064533,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.365573262,,,,,,,,,,,,,,,
11/15/1982,5.939595844475,5.006421279467,4.698208570935,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.199999,,,,,,,,,,,,,,,
2/15/1983,5.782606817298,4.545943041376,3.697948340252,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.92,,,,,,,,,,,,,,,
5/15/1983,5.170502983802,4.496199944649,4.199497146161,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.18,,,,,,,,,,,,,,,
8/15/1983,5.082648095318,4.222990673792,4.237491780337,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.229999,,,,,,,,,,,,,,,
11/15/1983,4.468718967229,3.766505669451,4.724991076386,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.25,,,,,,,,,,,,,,,
2/15/1984,4.155520614241,4.027549342105,4.262144985154,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.18,,,,,,,,,,,,,,,
5/15/1984,4.573825639363,4.082713659978,4.686889381392,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.102458508,,,,,,,,,,,,,,,
8/15/1984,3.978440962172,3.525035190026,4.248455360732,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.649999,,,,,,,,,,,,,,,
11/15/1984,3.885456273764,3.481960925327,3.949748384698,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.3,,,,,,,,,,,,,,,
2/15/1985,4.250480335647,3.583074764323,3.486967728759,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.953389831,,,,,,,,,,,,,,,
5/15/1985,3.937755556847,3.421480162070,3.937156317257,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.0749995,,,,,,,,,,,,,,,
8/15/1985,4.027799109200,3.434143309442,3.699446695808,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.295,,,,,,,,,,,,,,,
