"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2022-02-16","'91282CBC4'","NotesBonds",,,"2025-12-31",,,"0.375",,"13017507000",,"0.1914999857987777","0","4041000000",
"2022-02-16","'9128285T3'","NotesBonds",,,"2025-12-31",,,"2.625",,"10429000000",,"0.3259046510303059","0","821000000",
"2022-02-16","'91282CBH3'","NotesBonds",,,"2026-01-31",,,"0.375",,"9633642000",,"0.139124600049929","0","1389000000",
"2022-02-16","'9128286A3'","NotesBonds",,,"2026-01-31",,,"2.625",,"6292000000",,"0.1966243597419286","0","50000000",
"2022-02-16","'912810EW4'","NotesBonds",,,"2026-02-15",,,"6",,"6643000000",,"0.517451586378973","0","439000000",
"2022-02-16","'912828P46'","NotesBonds",,,"2026-02-15",,,"1.625",,"13144715700",,"0.2024111815346675","0","2303000000",
"2022-02-16","'91282CBQ3'","NotesBonds",,,"2026-02-28",,,"0.5",,"13860493400",,"0.1867626854641226","0","13860493400",
"2022-02-16","'9128286F2'","NotesBonds",,,"2026-02-28",,,"2.5",,"7161024400",,"0.2135063450956622","0","635000000",
"2022-02-16","'91282CBT7'","NotesBonds",,,"2026-03-31",,,"0.75",,"15858838400",,"0.2204032363813455","0","15858838400",
"2022-02-16","'9128286L9'","NotesBonds",,,"2026-03-31",,,"2.25",,"6307000000",,"0.1970939304641301","0","2717000000",
"2022-02-16","'91282CBW0'","NotesBonds",,,"2026-04-30",,,"0.75",,"16424322200",,"0.2260765648354187","0","16424322200",
"2022-02-16","'9128286S4'","NotesBonds",,,"2026-04-30",,,"2.375",,"13111549000",,"0.4045745240027184","0","2688000000",
"2022-02-16","'912828R36'","NotesBonds",,,"2026-05-15",,,"1.625",,"18480101000",,"0.2659131337823781","0","5043000000",
"2022-02-16","'91282CCF6'","NotesBonds",,,"2026-05-31",,,"0.75",,"14021108300",,"0.1924915041007403","0","14021108300",
"2022-02-16","'9128286X3'","NotesBonds",,,"2026-05-31",,,"2.125",,"11203536100",,"0.3168280447436847","0","2019000000",
"2022-02-16","'91282CCJ8'","NotesBonds",,,"2026-06-30",,,"0.875",,"18420294800",,"0.2621759993817642","0","18420294800",
"2022-02-16","'9128287B0'","NotesBonds",,,"2026-06-30",,,"1.875",,"10163090100",,"0.3004331742080356","0","603000000",
"2022-02-16","'91282CCP4'","NotesBonds",,,"2026-07-31",,,"0.625",,"11185541700",,"0.1673440350842392","0","11185541700",
"2022-02-16","'912828Y95'","NotesBonds",,,"2026-07-31",,,"1.875",,"9224213600",,"0.2772437534384726","0","793000000",
"2022-02-16","'912810EX2'","NotesBonds",,,"2026-08-15",,,"6.75",,"5140000000",,"0.5834002427580621","0","110000000",
"2022-02-16","'9128282A7'","NotesBonds",,,"2026-08-15",,,"1.5",,"10764851800",,"0.164728032302074","0","3254000000",
"2022-02-16","'91282CCW9'","NotesBonds",,,"2026-08-31",,,"0.75",,"8293144700",,"0.1207783838048698","0","8293144700",
"2022-02-16","'912828YD6'","NotesBonds",,,"2026-08-31",,,"1.375",,"12781383300",,"0.3535126046973792","0","541000000",
"2022-02-16","'91282CCZ2'","NotesBonds",,,"2026-09-30",,,"0.875",,"11514458700",,"0.168471996149885","30000000","11514458700",
"2022-02-16","'912828YG9'","NotesBonds",,,"2026-09-30",,,"1.625",,"17472219300",,"0.4946244828164652","0","1556000000",
"2022-02-16","'91282CDG3'","NotesBonds",,,"2026-10-31",,,"1.125",,"9949610800",,"0.148055958669171","350000000","9949610800",
"2022-02-16","'912828YQ7'","NotesBonds",,,"2026-10-31",,,"1.625",,"12048613100",,"0.3408794983654375","0","568000000",
"2022-02-16","'912810EY0'","NotesBonds",,,"2026-11-15",,,"6.5",,"6594000000",,"0.6071724245378322","0","325000000",
"2022-02-16","'912828U24'","NotesBonds",,,"2026-11-15",,,"2",,"17847398100",,"0.2581544491423495","0","1252000000",
"2022-02-16","'91282CDK4'","NotesBonds",,,"2026-11-30",,,"1.25",,"4962989600",,"0.077713015438801","0","4962989600",
"2022-02-16","'912828YU8'","NotesBonds",,,"2026-11-30",,,"1.625",,"12815426200",,"0.3710262044617719","0","765000000",
"2022-02-16","'91282CDQ1'","NotesBonds",,,"2026-12-31",,,"1.25",,"7744015600",,"0.1196094262757146","0","7744015600",
"2022-02-16","'912828YX2'","NotesBonds",,,"2026-12-31",,,"1.75",,"11968698200",,"0.341848516964674","0","169000000",
"2022-02-16","'912828Z78'","NotesBonds",,,"2027-01-31",,,"1.5",,"22080747400",,"0.2241135054422001","0","8690449100",
"2022-02-16","'912810EZ7'","NotesBonds",,,"2027-02-15",,,"6.625",,"6665000000",,"0.6999601238020994","0","0",
"2022-02-16","'912828V98'","NotesBonds",,,"2027-02-15",,,"2.25",,"19947979100",,"0.3030876836383123","0","2496000000",
"2022-02-16","'912828ZB9'","NotesBonds",,,"2027-02-28",,,"1.125",,"23157320800",,"0.6286545004562738","0","443000000",
"2022-02-16","'912828ZE3'","NotesBonds",,,"2027-03-31",,,"0.625",,"13759262600",,"0.379016894666224","0","17000000",
"2022-02-16","'912828ZN3'","NotesBonds",,,"2027-04-30",,,"0.5",,"5959548500",,"0.1566670005819358","0","600000000",
"2022-02-16","'912828X88'","NotesBonds",,,"2027-05-15",,,"2.375",,"15752170700",,"0.2217047402101944","0","3371000000",
"2022-02-16","'912828ZS2'","NotesBonds",,,"2027-05-31",,,"0.5",,"10716351200",,"0.2552159071652316","600000000","2788000000",
"2022-02-16","'912828ZV5'","NotesBonds",,,"2027-06-30",,,"0.5",,"9497664300",,"0.2037787275376942","10000000","2324000000",
"2022-02-16","'91282CAD3'","NotesBonds",,,"2027-07-31",,,"0.375",,"5439092900",,"0.1110016668924791","0","39000000",
"2022-02-16","'912810FA1'","NotesBonds",,,"2027-08-15",,,"6.375",,"5563500000",,"0.6049415685269893","0","30000000",
"2022-02-16","'9128282R0'","NotesBonds",,,"2027-08-15",,,"2.25",,"26323403200",,"0.3765038619467662","0","8912000000",
"2022-02-16","'91282CAH4'","NotesBonds",,,"2027-08-31",,,"0.5",,"13647073100",,"0.2671544912476756","100000000","4631000000",
"2022-02-16","'91282CAL5'","NotesBonds",,,"2027-09-30",,,"0.375",,"8928238100",,"0.157062043744226","0","710000000",
"2022-02-16","'91282CAU5'","NotesBonds",,,"2027-10-31",,,"0.5",,"11613963700",,"0.1981128276652099","0","2717000000",
"2022-02-16","'912810FB9'","NotesBonds",,,"2027-11-15",,,"6.125",,"14245500000",,"0.6468952682668389","0","249000000",
"2022-02-16","'9128283F5'","NotesBonds",,,"2027-11-15",,,"2.25",,"21580087500",,"0.3246389805778011","50000000","7603000000",
"2022-02-16","'91282CAY7'","NotesBonds",,,"2027-11-30",,,"0.625",,"13709863800",,"0.2149929944989379","0","3191000000",
"2022-02-16","'91282CBB6'","NotesBonds",,,"2027-12-31",,,"0.625",,"12236507000",,"0.180010797493525","550000000","3250000000",
"2022-02-16","'91282CBJ9'","NotesBonds",,,"2028-01-31",,,"0.75",,"9005799900",,"0.1279599194710983","50000000","626000000",
"2022-02-16","'9128283W8'","NotesBonds",,,"2028-02-15",,,"2.75",,"10019115100",,"0.1419699068206192","0","1639000000",
"2022-02-16","'91282CBP5'","NotesBonds",,,"2028-02-29",,,"1.125",,"13431124300",,"0.1780580644347474","0","13431124300",
"2022-02-16","'91282CBS9'","NotesBonds",,,"2028-03-31",,,"1.25",,"16904409500",,"0.2311463896776658","0","16904409500",
"2022-02-16","'91282CBZ3'","NotesBonds",,,"2028-04-30",,,"1.25",,"11840294700",,"0.1603501000736453","0","11840294700",
"2022-02-16","'9128284N7'","NotesBonds",,,"2028-05-15",,,"2.875",,"10923208700",,"0.1454251668957221","0","1165000000",
"2022-02-16","'91282CCE9'","NotesBonds",,,"2028-05-31",,,"1.25",,"12034208500",,"0.1625492417133612","0","12034208500",
"2022-02-16","'91282CCH2'","NotesBonds",,,"2028-06-30",,,"1.25",,"14219086500",,"0.1991186972410168","0","14219086500",
"2022-02-16","'91282CCR0'","NotesBonds",,,"2028-07-31",,,"1",,"6934304700",,"0.1020686441495939","0","6934304700",
"2022-02-16","'912810FE3'","NotesBonds",,,"2028-08-15",,,"5.5",,"7140808000",,"0.6063761989116864","5000000","1100000000",
"2022-02-16","'9128284V9'","NotesBonds",,,"2028-08-15",,,"2.875",,"10723427700",,"0.1420402256736969","400000000","1302000000",
"2022-02-16","'91282CCV1'","NotesBonds",,,"2028-08-31",,,"1.125",,"9195786300",,"0.1317640388406943","0","9195786300",
"2022-02-16","'91282CCY5'","NotesBonds",,,"2028-09-30",,,"1.25",,"8597892500",,"0.1237696523019973","0","8597892500",
"2022-02-16","'91282CDF5'","NotesBonds",,,"2028-10-31",,,"1.375",,"10818276500",,"0.1583857960062706","580000000","10818276500",
"2022-02-16","'912810FF0'","NotesBonds",,,"2028-11-15",,,"5.25",,"3209000000",,"0.2931382805160696","0","208000000",
"2022-02-16","'9128285M8'","NotesBonds",,,"2028-11-15",,,"3.125",,"20754130800",,"0.2577965413876739","0","4063000000",
"2022-02-16","'91282CDL2'","NotesBonds",,,"2028-11-30",,,"1.5",,"6173989600",,"0.0966745941115653","476000000","6173989600",
"2022-02-16","'91282CDP3'","NotesBonds",,,"2028-12-31",,,"1.375",,"7608155500",,"0.1196097025262951","0","7608155500",
"2022-02-16","'91282CDW8'","NotesBonds",,,"2029-01-31",,,"1.75",,"7921523500",,"0.1300280376977075","0","7921523500",
"2022-02-16","'912810FG8'","NotesBonds",,,"2029-02-15",,,"5.25",,"7087000000",,"0.6243865272417807","0","954000000",
"2022-02-16","'9128286B1'","NotesBonds",,,"2029-02-15",,,"2.625",,"21470529400",,"0.2634243822270835","0","3051000000",
"2022-02-16","'9128286T2'","NotesBonds",,,"2029-05-15",,,"2.375",,"35255086900",,"0.4175804221932928","0","2975000000",
"2022-02-16","'912810FJ2'","NotesBonds",,,"2029-08-15",,,"6.125",,"7164000000",,"0.6408685181838838","2000000","201000000",
"2022-02-16","'912828YB0'","NotesBonds",,,"2029-08-15",,,"1.625",,"47136916700",,"0.5089353658393064","0","100000000",
"2022-02-16","'912828YS3'","NotesBonds",,,"2029-11-15",,,"1.75",,"54567640800",,"0.6162179087347174","0","0",
"2022-02-16","'912828Z94'","NotesBonds",,,"2030-02-15",,,"1.5",,"29487070400",,"0.3346521591577628","0","1675000000",
"2022-02-16","'912810FM5'","NotesBonds",,,"2030-05-15",,,"6.25",,"10527700000",,"0.6177081459414632","0","633000000",
"2022-02-16","'912828ZQ6'","NotesBonds",,,"2030-05-15",,,"0.625",,"29961658700",,"0.2726768715008074","0","1613000000",
"2022-02-16","'91282CAE1'","NotesBonds",,,"2030-08-15",,,"0.625",,"28260541100",,"0.2124554746281253","0","2231000000",
"2022-02-16","'91282CAV3'","NotesBonds",,,"2030-11-15",,,"0.875",,"24928791500",,"0.1864799405738538","0","8248000000",
"2022-02-16","'912810FP8'","NotesBonds",,,"2031-02-15",,,"5.375",,"8316740000",,"0.5062648043103919","0","85000000",
"2022-02-16","'91282CBL4'","NotesBonds",,,"2031-02-15",,,"1.125",,"34863617800",,"0.2489145149451505","0","19989687100",
"2022-02-16","'91282CCB5'","NotesBonds",,,"2031-05-15",,,"1.625",,"42695784200",,"0.2875123138043394","3199000000","42695784200",
"2022-02-16","'91282CCS8'","NotesBonds",,,"2031-08-15",,,"1.25",,"27996353800",,"0.1968836456824605","0","27996353800",
"2022-02-16","'91282CDJ7'","NotesBonds",,,"2031-11-15",,,"1.375",,"33644325000",,"0.2326004592346264","0","33644325000",
"2022-02-16","'91282CDY4'","NotesBonds",,,"2032-02-15",,,"1.875",,"22383595900",,"0.3769323505677688","22383595900","22383595900",
"2022-02-16","'912810FT0'","NotesBonds",,,"2036-02-15",,,"4.5",,"18025823000",,"0.6828705620648912","0","6000000",
"2022-02-16","'912810PT9'","NotesBonds",,,"2037-02-15",,,"4.75",,"11612591000",,"0.6999983001250915","0","0",
"2022-02-16","'912810PU6'","NotesBonds",,,"2037-05-15",,,"5",,"14989046000",,"0.6999960071068827","0","0",
"2022-02-16","'912810PW2'","NotesBonds",,,"2038-02-15",,,"4.375",,"15767000200",,"0.6999731904100593","0","0",
"2022-02-16","'912810PX0'","NotesBonds",,,"2038-05-15",,,"4.5",,"17849256600",,"0.6999674762350556","0","0",
"2022-02-16","'912810QA9'","NotesBonds",,,"2039-02-15",,,"3.5",,"18053527100",,"0.6968168288628735","0","420000000",
"2022-02-16","'912810QB7'","NotesBonds",,,"2039-05-15",,,"4.25",,"27144742200",,"0.6999897134445177","0","0",
"2022-02-16","'912810QC5'","NotesBonds",,,"2039-08-15",,,"4.5",,"29000955300",,"0.699989827793258","0","0",
"2022-02-16","'912810QD3'","NotesBonds",,,"2039-11-15",,,"4.375",,"31193975300",,"0.6999775813568011","0","0",
"2022-02-16","'912810QE1'","NotesBonds",,,"2040-02-15",,,"4.625",,"31431224400",,"0.6999884458524119","0","0",
"2022-02-16","'912810SR0'","NotesBonds",,,"2040-05-15",,,"1.125",,"19907641700",,"0.3298335023928901","0","7203000000",
"2022-02-16","'912810QH4'","NotesBonds",,,"2040-05-15",,,"4.375",,"30430176000",,"0.6999780305241287","0","0",
"2022-02-16","'912810SQ2'","NotesBonds",,,"2040-08-15",,,"1.125",,"26952812500",,"0.3522426196711949","0","12895000000",
"2022-02-16","'912810QK7'","NotesBonds",,,"2040-08-15",,,"3.875",,"30249010100",,"0.6999927878713536","0","0",
"2022-02-16","'912810ST6'","NotesBonds",,,"2040-11-15",,,"1.375",,"30583956100",,"0.3571182843743963","0","19943000000",
"2022-02-16","'912810QL5'","NotesBonds",,,"2040-11-15",,,"4.25",,"30032015000",,"0.6999949400031424","0","0",
"2022-02-16","'912810SW9'","NotesBonds",,,"2041-02-15",,,"1.875",,"23333084600",,"0.2600015794818609","0","23333084600",
"2022-02-16","'912810QN1'","NotesBonds",,,"2041-02-15",,,"4.75",,"29359045200",,"0.6826899820876646","0","25000000",
"2022-02-16","'912810SY5'","NotesBonds",,,"2041-05-15",,,"2.25",,"28437016300",,"0.3299652931756948","0","28437016300",
"2022-02-16","'912810QQ4'","NotesBonds",,,"2041-05-15",,,"4.375",,"29396000000",,"0.6999796380599979","0","0",
"2022-02-16","'912810TA6'","NotesBonds",,,"2041-08-15",,,"1.75",,"8757714300",,"0.1046037687327717","0","8757714300",
"2022-02-16","'912810QS0'","NotesBonds",,,"2041-08-15",,,"3.75",,"29741928400",,"0.6999939329947399","0","0",
"2022-02-16","'912810TC2'","NotesBonds",,,"2041-11-15",,,"2",,"7602194100",,"0.1076406700913442","0","7602194100",
"2022-02-16","'912810QT8'","NotesBonds",,,"2041-11-15",,,"3.125",,"31235669600",,"0.6999990782665313","0","0",
"2022-02-16","'912810QU5'","NotesBonds",,,"2042-02-15",,,"3.125",,"33052998800",,"0.6999929659736738","0","1240000000",
"2022-02-16","'912810QW1'","NotesBonds",,,"2042-05-15",,,"3",,"30742827800",,"0.6999942593910415","0","0",
"2022-02-16","'912810QX9'","NotesBonds",,,"2042-08-15",,,"2.75",,"26598000000",,"0.6333545946138528","0","1537000000",
"2022-02-16","'912810QY7'","NotesBonds",,,"2042-11-15",,,"2.75",,"19469000000",,"0.4636137469255645","0","657000000",
"2022-02-16","'912810QZ4'","NotesBonds",,,"2043-02-15",,,"3.125",,"22848000000",,"0.5440031280179861","0","2465000000",
"2022-02-16","'912810RB6'","NotesBonds",,,"2043-05-15",,,"2.875",,"11484000000",,"0.2734330075536035","0","1056000000",
"2022-02-16","'912810RC4'","NotesBonds",,,"2043-08-15",,,"3.625",,"20233000000",,"0.4817499279339442","0","3289000000",
"2022-02-16","'912810RD2'","NotesBonds",,,"2043-11-15",,,"3.75",,"19868000000",,"0.4731063416826149","0","2324000000",
"2022-02-16","'912810RE0'","NotesBonds",,,"2044-02-15",,,"3.625",,"18434000000",,"0.4389060232370716","0","6162000000",
"2022-02-16","'912810RG5'","NotesBonds",,,"2044-05-15",,,"3.375",,"20145000000",,"0.4797329269999014","0","7515000000",
"2022-02-16","'912810RH3'","NotesBonds",,,"2044-08-15",,,"3.125",,"13870000000",,"0.3302378609264701","0","3606000000",
"2022-02-16","'912810RJ9'","NotesBonds",,,"2044-11-15",,,"3",,"17091351600",,"0.4067346262751232","0","3322000000",
"2022-02-16","'912810RK6'","NotesBonds",,,"2045-02-15",,,"2.5",,"9262603700",,"0.2205349855760425","0","1947000000",
"2022-02-16","'912810RM2'","NotesBonds",,,"2045-05-15",,,"3",,"26371879100",,"0.6225404082203981","0","5243000000",
"2022-02-16","'912810RN0'","NotesBonds",,,"2045-08-15",,,"2.875",,"20553640200",,"0.4856607098631364","0","5755000000",
"2022-02-16","'912810RP5'","NotesBonds",,,"2045-11-15",,,"3",,"29223521500",,"0.6945302874100799","0","318000000",
"2022-02-16","'912810RQ3'","NotesBonds",,,"2046-02-15",,,"2.5",,"13760253800",,"0.3418512344827804","0","4769000000",
"2022-02-16","'912810RS9'","NotesBonds",,,"2046-05-15",,,"2.5",,"16379840900",,"0.3793954100311365","0","4513000000",
"2022-02-16","'912810RT7'","NotesBonds",,,"2046-08-15",,,"2.25",,"7324425000",,"0.180687573916887","0","730000000",
"2022-02-16","'912810RU4'","NotesBonds",,,"2046-11-15",,,"2.875",,"28041744300",,"0.6529113956441295","0","12801000000",
"2022-02-16","'912810RV2'","NotesBonds",,,"2047-02-15",,,"3",,"11326540000",,"0.2774038743190631","0","1063000000",
"2022-02-16","'912810RX8'","NotesBonds",,,"2047-05-15",,,"3",,"21538554100",,"0.4870318852056169","0","63000000",
"2022-02-16","'912810RY6'","NotesBonds",,,"2047-08-15",,,"2.75",,"11148306400",,"0.2562102792622873","0","581000000",
"2022-02-16","'912810RZ3'","NotesBonds",,,"2047-11-15",,,"2.75",,"8585371000",,"0.2082374763783468","0","1501000000",
"2022-02-16","'912810SA7'","NotesBonds",,,"2048-02-15",,,"3",,"7340362200",,"0.1629579923727701","0","1286000000",
"2022-02-16","'912810SC3'","NotesBonds",,,"2048-05-15",,,"3.125",,"9106570400",,"0.1852750660176049","0","978000000",
"2022-02-16","'912810SD1'","NotesBonds",,,"2048-08-15",,,"3",,"6211911400",,"0.1232160740255599","0","1022000000",
"2022-02-16","'912810SE9'","NotesBonds",,,"2048-11-15",,,"3.375",,"9876684700",,"0.1800071820365184","0","4000000",
"2022-02-16","'912810SF6'","NotesBonds",,,"2049-02-15",,,"3",,"8206841600",,"0.1476674468079877","0","1010000000",
"2022-02-16","'912810SH2'","NotesBonds",,,"2049-05-15",,,"2.875",,"11320715500",,"0.196511648147899","0","2106000000",
"2022-02-16","'912810SJ8'","NotesBonds",,,"2049-08-15",,,"2.25",,"19798496800",,"0.312297075089968","0","5571000000",
"2022-02-16","'912810SK5'","NotesBonds",,,"2049-11-15",,,"2.375",,"19562602300",,"0.3233234198635331","0","1209000000",
"2022-02-16","'912810SL3'","NotesBonds",,,"2050-02-15",,,"2",,"9093207400",,"0.1502491445936945","0","487000000",
"2022-02-16","'912810SN9'","NotesBonds",,,"2050-05-15",,,"1.25",,"13730688800",,"0.1866297856865601","0","159000000",
"2022-02-16","'912810SP4'","NotesBonds",,,"2050-08-15",,,"1.375",,"21584501200",,"0.242379484493109","0","245000000",
"2022-02-16","'912810SS8'","NotesBonds",,,"2050-11-15",,,"1.625",,"19046301400",,"0.2218859292796287","0","8208000000",
"2022-02-16","'912810SU3'","NotesBonds",,,"2051-02-15",,,"1.875",,"15639829800",,"0.1738406111961835","0","5844802400",
"2022-02-16","'912810SX7'","NotesBonds",,,"2051-05-15",,,"2.375",,"20593948000",,"0.2156872791488884","0","20593948000",
"2022-02-16","'912810SZ2'","NotesBonds",,,"2051-08-15",,,"2",,"17305222100",,"0.1893212333517579","0","17305222100",
"2022-02-16","'912810TB4'","NotesBonds",,,"2051-11-15",,,"1.875",,"21235285800",,"0.2353323375893241","0","21235285800",
"2022-02-16","'912810TD0'","NotesBonds",,,"2052-02-15",,,"2.25",,"13914127100",,"0.3769322521665652","13914127100","13914127100",
"2022-02-16","'912828ZK9'","FRNs",,,"2022-04-30",,"0.114",,,"1910573400",,"0.0298945220956922","0","0",
"2022-02-16","'91282CAA9'","FRNs",,,"2022-07-31",,"0.055",,,"2727323500",,"0.0385646715209054","0","0",
"2022-02-16","'91282CAS0'","FRNs",,,"2022-10-31",,"0.055",,,"2758435100",,"0.035942615483145","0","0",
"2022-02-16","'91282CBK6'","FRNs",,,"2023-01-31",,"0.049",,,"3737425800",,"0.044607352150597","0","-47000000",
"2022-02-16","'91282CBY6'","FRNs",,,"2023-04-30",,"0.034",,,"5344229900",,"0.0626171333941808","0","5344229900",
"2022-02-16","'91282CCQ2'","FRNs",,,"2023-07-31",,"0.029",,,"2681363400",,"0.0324297369420793","0","2681363400",
"2022-02-16","'91282CDE8'","FRNs",,,"2023-10-31",,"0.035",,,"6107279300",,"0.0743848109377069","0","6107279300",
"2022-02-16","'91282CDU2'","FRNs",,,"2024-01-31",,"-0.015",,,"3886030500",,"0.1300253260646378","0","3886030500",
"2022-02-16","'912828X39'","TIPS",,,"2022-04-15",,,"0.125",,"9977809000","1445884302.19","0.2245748317886443","0","1452000000",
"2022-02-16","'912828TE0'","TIPS",,,"2022-07-15",,,"0.125",,"9623000000","2028432170","0.2347189167675404","0","1996000000",
"2022-02-16","'912828UH1'","TIPS",,,"2023-01-15",,,"0.125",,"2437000000","502704360","0.0594484700271499","0","1299000000",
"2022-02-16","'9128284H0'","TIPS",,,"2023-04-15",,,"0.625",,"11612916900","1404698428.22","0.246936166444256","0","371000000",
"2022-02-16","'912828VM9'","TIPS",,,"2023-07-15",,,"0.375",,"3679000000","722739550","0.0897367137502203","0","1874000000",
"2022-02-16","'912828B25'","TIPS",,,"2024-01-15",,,"0.625",,"5356000000","1035368360","0.130698700980096","0","2092000000",
"2022-02-16","'9128286N5'","TIPS",,,"2024-04-15",,,"0.5",,"10585041600","1100738475.98","0.3286577774686651","0","1576000000",
"2022-02-16","'912828WU0'","TIPS",,,"2024-07-15",,,"0.125",,"8089872900","1396554758.73","0.1972903926380467","0","2948000000",
"2022-02-16","'912828YL8'","TIPS",,,"2024-10-15",,,"0.125",,"3464090400","295279065.7","0.0984428352656366","0","0",
"2022-02-16","'912810FR4'","TIPS",,,"2025-01-15",,,"2.375",,"11713899000","5589169768.86","0.4183417922625458","0","1506000000",
"2022-02-16","'912828H45'","TIPS",,,"2025-01-15",,,"0.25",,"10969000000","1925717640","0.267573761803271","0","6345000000",
"2022-02-16","'912828ZJ2'","TIPS",,,"2025-04-15",,,"0.125",,"9385936600","731633757.97","0.2640082021877466","0","648000000",
"2022-02-16","'912828XL9'","TIPS",,,"2025-07-15",,,"0.375",,"7884000000","1372762080","0.1922980644585161","0","1832000000",
"2022-02-16","'91282CAQ4'","TIPS",,,"2025-10-15",,,"0.125",,"2303162700","168361193.37","0.0671889878242726","0","21000000",
"2022-02-16","'912810FS2'","TIPS",,,"2026-01-15",,,"2",,"8921993000","3594314099.98","0.4460970403323141","0","2335000000",
"2022-02-16","'912828N71'","TIPS",,,"2026-01-15",,,"0.625",,"14556105400","2500884468.77","0.3431425428955071","0","2239000000",
"2022-02-16","'91282CCA7'","TIPS",,,"2026-04-15",,,"0.125",,"14780172300","912232234.36","0.3707883270833316","0","14780172300",
"2022-02-16","'912828S50'","TIPS",,,"2026-07-15",,,"0.125",,"8852292500","1430530468","0.2402857189436071","0","835000000",
"2022-02-16","'91282CDC2'","TIPS",,,"2026-10-15",,,"0.125",,"2309618600","43767272.47","0.0602966687079372","0","2309618600",
"2022-02-16","'912810PS1'","TIPS",,,"2027-01-15",,,"2.375",,"5609379000","2135434491.51","0.3403263891176689","0","312000000",
"2022-02-16","'912828V49'","TIPS",,,"2027-01-15",,,"0.375",,"11786453400","1799319976.04","0.3063125659825968","0","2312000000",
"2022-02-16","'9128282L3'","TIPS",,,"2027-07-15",,,"0.375",,"7620680900","1053559134.43","0.2064292809493763","0","842000000",
"2022-02-16","'912810PV4'","TIPS",,,"2028-01-15",,,"1.75",,"5015237500","1650364204.13","0.3207819568431886","0","1055000000",
"2022-02-16","'9128283R9'","TIPS",,,"2028-01-15",,,"0.5",,"8651437900","1114305201.52","0.2228613386957207","0","1573000000",
"2022-02-16","'912810FD5'","TIPS",,,"2028-04-15",,,"3.625",,"8390000000","6053385000","0.4998963861959959","0","167000000",
"2022-02-16","'912828Y38'","TIPS",,,"2028-07-15",,,"0.75",,"9946880900","1086497800.71","0.2712424994326732","0","1530000000",
"2022-02-16","'912810PZ5'","TIPS",,,"2029-01-15",,,"2.5",,"4101301200","1217512274.23","0.2898342147080888","0","659000000",
"2022-02-16","'9128285W6'","TIPS",,,"2029-01-15",,,"0.875",,"13097528000","1345247100.88","0.3622584886455488","0","531000000",
"2022-02-16","'912810FH6'","TIPS",,,"2029-04-15",,,"3.875",,"9478000000","6575078160","0.486128464293613","0","529000000",
"2022-02-16","'9128287D6'","TIPS",,,"2029-07-15",,,"0.25",,"12114738100","1072396616.61","0.3043751620568971","0","1064000000",
"2022-02-16","'912828Z37'","TIPS",,,"2030-01-15",,,"0.125",,"9702979000","797681903.59","0.2363204924420205","0","2091000000",
"2022-02-16","'912828ZZ6'","TIPS",,,"2030-07-15",,,"0.125",,"8297552200","713423538.16","0.1934290940456689","0","1998000000",
"2022-02-16","'91282CBF7'","TIPS",,,"2031-01-15",,,"0.125",,"6973424500","485420079.45","0.1609273300156183","0","6973424500",
"2022-02-16","'91282CCM1'","TIPS",,,"2031-07-15",,,"0.125",,"8562002200","332719405.49","0.1827986809906441","0","8562002200",
"2022-02-16","'91282CDX6'","TIPS",,,"2032-01-15",,,"0.125",,"3208403300","14277394.69","0.1744618120457144","0","3208403300",
"2022-02-16","'912810FQ6'","TIPS",,,"2032-04-15",,,"3.375",,"1164000000","661908600","0.2322317289592367","0","96000000",
"2022-02-16","'912810QF8'","TIPS",,,"2040-02-15",,,"2.125",,"9038388200","2605044247","0.5957564648747076","0","114000000",
"2022-02-16","'912810QP6'","TIPS",,,"2041-02-15",,,"2.125",,"15024902100","4078509675.05","0.6264380615222555","0","52000000",
"2022-02-16","'912810QV3'","TIPS",,,"2042-02-15",,,"0.75",,"8127751900","1887507823.74","0.3514298266845916","0","947000000",
"2022-02-16","'912810RA8'","TIPS",,,"2043-02-15",,,"0.625",,"11027000000","2327358620","0.4794388390781776","0","113000000",
"2022-02-16","'912810RF7'","TIPS",,,"2044-02-15",,,"1.375",,"6324283700","1231338036.39","0.2747572707259404","0","369000000",
"2022-02-16","'912810RL4'","TIPS",,,"2045-02-15",,,"0.75",,"4434000000","808805940","0.1927826673686379","0","331000000",
"2022-02-16","'912810RR1'","TIPS",,,"2046-02-15",,,"1",,"10758704500","1883956745","0.5279647428229739","0","380000000",
"2022-02-16","'912810RW0'","TIPS",,,"2047-02-15",,,"0.875",,"6691651600","1026900854.54","0.3578171274481137","0","300000000",
"2022-02-16","'912810SB5'","TIPS",,,"2048-02-15",,,"1",,"9786564400","1263641195.33","0.5231624179313569","0","1130000000",
"2022-02-16","'912810SG4'","TIPS",,,"2049-02-15",,,"1",,"6859006000","730552729.06","0.4458237923398661","0","1734000000",
"2022-02-16","'912810SM1'","TIPS",,,"2050-02-15",,,"0.25",,"2442117200","202720148.77","0.1564652042122102","0","578000000",
"2022-02-16","'912810SV1'","TIPS",,,"2051-02-15",,,"0.125",,"4354133700","302438126.8","0.2419092171476411","0","4354133700",
"2022-02-16","'31359MEU3'","Agency Debts",,,"2029-05-15","FNMA",,"6.25",,"486000000",,,"0","0",
